entity,concept,relation
concept:website:adobe,concept:scientificterm:formats,concept:agentcreated
concept:website:adobe,concept:product:mac_os_x,concept:agentcreated
concept:website:adobe,concept:vehicle:full_version,concept:agentcreated
concept:website:adobe,concept:product:free_acrobat_reader,concept:agentcreated
concept:website:adobe,concept:tool:flash_software,concept:agentcreated
concept:website:adobe,concept:visualartform:downloading,concept:agentcreated
concept:website:adobe,concept:language:pdf_version,concept:agentcreated
concept:website:adobe,concept:perceptionaction:ability,concept:agentcreated
concept:website:adobe,concept:software:microsoft_visio,concept:agentcreated
concept:website:adobe,concept:website:print_the_order_form,concept:agentcreated
concept:website:adobe,concept:software:macromedia_fireworks,concept:agentcreated
concept:website:adobe,concept:software:installation,concept:agentcreated
concept:website:adobe,concept:website:reader,concept:agentcreated
concept:website:adobe,concept:software:adobe_illustrator,concept:agentcreated
concept:website:adobe,concept:personalcareitem:output,concept:agentcreated
concept:website:adobe,concept:product:coreldraw,concept:agentcreated
concept:website:adobe,concept:hobby:utility,concept:agentcreated
concept:website:adobe,concept:software:foxit_reader,concept:agentcreated
concept:website:adobe,concept:product:outlook,concept:agentcreated
concept:website:adobe,concept:automobilemaker:professional,concept:agentcreated
concept:website:adobe,concept:bacteria:aftereffects,concept:agentcreated
concept:website:adobe,concept:retailstore:premier,concept:agentcreated
concept:website:adobe,concept:product:adobe_pagemaker,concept:agentcreated
concept:website:adobe,concept:governmentorganization:copy,concept:agentcreated
concept:website:adobe,concept:programminglanguage:photo,concept:agentcreated
concept:website:adobe,concept:software:free_adobe_acrobat_reader_software,concept:agentcreated
concept:website:adobe,concept:software:adobe_photoshop,concept:agentcreated
concept:website:adobe,concept:product:quickbooks,concept:agentcreated
concept:website:adobe,concept:videogame:n8,concept:agentcreated
concept:website:adobe,concept:programminglanguage:site,concept:agentcreated
concept:website:adobe,concept:organization:corel_draw,concept:agentcreated
concept:website:adobe,concept:visualizablething:version,concept:agentcreated
concept:website:adobe,concept:product:premiere,concept:agentcreated
concept:website:adobe,concept:musicartist:player,concept:agentcreated
concept:website:adobe,concept:musicalbum:load,concept:agentcreated
concept:website:adobe,concept:scientificterm:application_form,concept:agentcreated
concept:website:adobe,concept:criminal:pdf_files,concept:agentcreated
concept:website:adobe,concept:mldataset:n6,concept:agentcreated
concept:website:adobe,concept:musicinstrument:printing,concept:agentcreated
concept:website:adobe,concept:software:macromedia_director,concept:agentcreated
concept:website:adobe,concept:programminglanguage:way,concept:agentcreated
concept:website:adobe,concept:academicfield:documents,concept:agentcreated
concept:website:adobe,concept:programminglanguage:free,concept:agentcreated
concept:website:adobe,concept:product:pdf_reader,concept:agentcreated
concept:website:adobe,concept:programminglanguage:pdf,concept:agentcreated
concept:website:adobe,concept:software:adobe_acrobat_reader_software,concept:agentcreated
concept:website:adobe,concept:perceptionevent:flash,concept:agentcreated
concept:website:adobe,concept:software:paint_shop_pro,concept:agentcreated
concept:website:adobe,concept:programminglanguage:access,concept:agentcreated
concept:website:adobe,concept:product:after_effects,concept:agentcreated
concept:website:adobe,concept:software:microsoft_office,concept:agentcreated
concept:website:adobe,concept:videogamesystem:windows_media_player,concept:agentcreated
concept:website:adobe,concept:profession:printer,concept:agentcreated
concept:website:adobe,concept:website:files,concept:agentcreated
concept:website:adobe,concept:product:photoshop,concept:agentcreated
concept:website:adobe,concept:consumerelectronicitem:current_version,concept:agentcreated
concept:website:adobe,concept:product:search,concept:agentcreated
concept:website:adobe,concept:software:microsoft_powerpoint,concept:agentinvolvedwithitem
concept:website:adobe,concept:product:powerpoint,concept:agentinvolvedwithitem
concept:website:adobe,concept:software:quark_xpress,concept:agentinvolvedwithitem
concept:website:adobe,concept:software:pagemaker,concept:agentinvolvedwithitem
concept:website:adobe,concept:videogamesystem:adobe_acrobat_pro,concept:agentinvolvedwithitem
concept:website:adobe,concept:product:quarkxpress,concept:agentinvolvedwithitem
concept:website:adobe,concept:software:bbedit,concept:agentinvolvedwithitem
concept:website:adobe,concept:product:adobe_acrobat_reader_version,concept:agentinvolvedwithitem
concept:website:adobe,concept:software:free_acrobat_reader_software,concept:agentinvolvedwithitem
concept:website:adobe,concept:bedroomitem:free_download,concept:agentinvolvedwithitem
concept:website:adobe,concept:software:macromedia_dreamweaver,concept:agentinvolvedwithitem
concept:website:adobe,concept:wallitem:browser_window,concept:agentinvolvedwithitem
concept:website:adobe,concept:product:acrobat_reader,concept:agentinvolvedwithitem
concept:website:adobe,concept:product:adobe_premier,concept:agentinvolvedwithitem
concept:website:adobe,concept:software:adobe_dreamweaver,concept:agentinvolvedwithitem
concept:website:adobe,concept:product:apple_final_cut_pro,concept:agentinvolvedwithitem
concept:website:adobe,concept:software:adobe_framemaker,concept:agentinvolvedwithitem
concept:website:adobe,concept:software:pinnacle_studio,concept:agentinvolvedwithitem
concept:website:adobe,concept:nerve:reader,concept:agentinvolvedwithitem
concept:website:adobe,concept:software:autocad,concept:agentinvolvedwithitem
concept:website:adobe,concept:product:sony_vegas,concept:agentinvolvedwithitem
concept:website:adobe,concept:food:variety,concept:agentinvolvedwithitem
concept:website:adobe,concept:kitchenitem:copy,concept:agentinvolvedwithitem
concept:website:adobe,concept:musicinstrument:encore,concept:agentinvolvedwithitem
concept:website:adobe,concept:product:adobe_acrobat_reader_program,concept:agentinvolvedwithitem
concept:website:adobe,concept:product:free_adobe_acrobat_reader,concept:agentinvolvedwithitem
concept:website:adobe,concept:automobileengine:document,concept:agentinvolvedwithitem
concept:website:adobe,concept:product:acrobat_reader_3_0,concept:agentinvolvedwithitem
concept:website:adobe,concept:product:adobe_reader,concept:agentinvolvedwithitem
concept:website:adobe,concept:product:pdf_file,concept:agentinvolvedwithitem
concept:website:adobe,concept:consumerelectronicitem:adobe_camera_raw,concept:agentinvolvedwithitem
concept:website:adobe,concept:product:microsoft_publisher,concept:agentinvolvedwithitem
concept:website:adobe,concept:software:gimp,concept:agentinvolvedwithitem
concept:website:adobe,concept:visualizableobject:printer,concept:agentinvolvedwithitem
concept:website:adobe,concept:videogame:macromedia_freehand,concept:agentinvolvedwithitem
concept:website:adobe,concept:product:free_adobe_reader,concept:agentinvolvedwithitem
concept:website:adobe,concept:software:microsoft_office_applications,concept:agentinvolvedwithitem
concept:website:adobe,concept:consumerelectronicitem:free_application,concept:agentinvolvedwithitem
concept:website:adobe,concept:software:golive,concept:agentinvolvedwithitem
concept:website:adobe,concept:product:adobe_acrobat_reader_5_0,concept:agentinvolvedwithitem
concept:website:adobe,concept:product:microsoft_access,concept:agentinvolvedwithitem
concept:website:adobe,concept:buildingfeature:information,concept:agentinvolvedwithitem
concept:website:adobe,concept:software:corel_paint_shop_pro,concept:agentinvolvedwithitem
concept:website:adobe,concept:product:audition,concept:agentinvolvedwithitem
concept:website:adobe,concept:braintissue:edit,concept:agentinvolvedwithitem
concept:website:adobe,concept:drug:quark,concept:agentinvolvedwithitem
concept:website:adobe,concept:product:internet_explorer,concept:agentinvolvedwithitem
concept:website:adobe,concept:software:final_cut_pro,concept:agentinvolvedwithitem
concept:website:adobe,concept:product:adobe_photoshop_elements,concept:agentinvolvedwithitem
concept:website:adobe,concept:automobilemodel:plugin,concept:agentinvolvedwithitem
concept:website:adobe,concept:product:adobe_indesign,concept:agentinvolvedwithitem
concept:website:adobe,concept:product:adobe_acrobat_reader,concept:agentinvolvedwithitem
concept:website:adobe,concept:buildingfeature:link,concept:agentinvolvedwithitem
concept:website:adobe,concept:software:adobe_golive,concept:agentinvolvedwithitem
concept:website:adobe,concept:buildingfeature:documents,concept:agentinvolvedwithitem
concept:website:adobe,concept:software:adobe_reader_software,concept:agentinvolvedwithitem
concept:website:adobe,concept:kitchenitem:button,concept:agentinvolvedwithitem
concept:website:adobe,concept:product:corel_painter,concept:agentinvolvedwithitem
concept:website:adobe,concept:product:word,concept:agentinvolvedwithitem
concept:website:adobe,concept:buildingfeature:window,concept:agentinvolvedwithitem
concept:website:adobe,concept:videogamesystem:adobe_lightroom,concept:agentinvolvedwithitem
concept:website:adobe,concept:musicinstrument:stuff,concept:agentinvolvedwithitem
concept:website:adobe,concept:product:adobe_reader_version,concept:agentinvolvedwithitem
concept:website:adobe,concept:product:notepad,concept:agentinvolvedwithitem
concept:website:adobe,concept:hallwayitem:windows,concept:agentinvolvedwithitem
concept:website:adobe,concept:tool:reader_software,concept:agentinvolvedwithitem
concept:website:adobe,concept:software:excel,concept:agentinvolvedwithitem
concept:website:adobe,concept:consumerelectronicitem:free_copy,concept:agentinvolvedwithitem
concept:website:adobe,concept:product:photoshop_elements,concept:agentinvolvedwithitem
concept:website:adobe,concept:software:flash_player,concept:agentinvolvedwithitem
concept:website:adobe,concept:consumerelectronicitem:application,concept:agentinvolvedwithitem
concept:website:adobe,concept:product:free_adobe_acrobat_reader_plug_in,concept:agentinvolvedwithitem
concept:website:adobe,concept:product:adobe_premiere,concept:agentinvolvedwithitem
concept:website:adobe,concept:software:macromedia_dreamweaver_mx,concept:agentinvolvedwithitem
concept:website:adobe,concept:videogamesystem:adobe_creative_suite,concept:agentinvolvedwithitem
concept:website:adobe,concept:software:dreamweaver,concept:agentinvolvedwithitem
concept:website:adobe,concept:product:illustrator,concept:agentinvolvedwithitem
concept:website:adobe,concept:musicinstrument:plug_in,concept:agentinvolvedwithitem
concept:website:adobe,concept:archaea:i_m,concept:agentinvolvedwithitem
concept:website:adobe,concept:consumerelectronicitem:adobe_bridge,concept:agentinvolvedwithitem
