entity,relation,best-entity-query,best-concept-query,query
concept:biotechcompany:takeda_pharmaceutical_company,generalizations,Takeda Pharmaceutical Company,,Takeda Pharmaceutical Company 
concept:biotechcompany:cit_group_inc,generalizations,cit group inc,,cit group inc 
concept:biotechcompany:pavonis_mons,generalizations,Pavonis Mons,,Pavonis Mons 
concept:biotechcompany:vector_labs,generalizations,Vector Labs,,Vector Labs 
concept:biotechcompany:united_pan_am_financial_corp,generalizations,UNITED PAN AM FINANCIAL CORP,,UNITED PAN AM FINANCIAL CORP 
concept:biotechcompany:pacific_ethanol_inc,generalizations,Pacific Ethanol Inc,,Pacific Ethanol Inc 
concept:biotechcompany:tradestation_group_inc,generalizations,tradestation group inc,,tradestation group inc 
concept:company:computer_science_corporation,generalizations,Computer Science Corporation,,Computer Science Corporation 
concept:biotechcompany:peoplesupport_inc,generalizations,Peoplesupport Inc,,Peoplesupport Inc 
concept:biotechcompany:total_system_services_inc,generalizations,total system services inc,,total system services inc 
concept:company:click_commerce,generalizations,Click Commerce,,Click Commerce 
concept:retailstore:selfridges_and_debenhams,generalizations,Selfridges and Debenhams,,Selfridges and Debenhams 
concept:biotechcompany:transgene,generalizations,transgene,,transgene 
concept:biotechcompany:pulte_homes_inc,generalizations,pulte homes inc,,pulte homes inc 
concept:biotechcompany:synta_pharmaceuticals_corp,generalizations,synta pharmaceuticals corp,,synta pharmaceuticals corp 
concept:biotechcompany:intac_international_inc,generalizations,Intac International Inc,,Intac International Inc 
concept:biotechcompany:glu_mobile_inc,generalizations,glu mobile inc,,glu mobile inc 
concept:company:sony_electronics,concept:companyalsoknownas,Sony Electronics,sony-corp,Sony Electronics sony-corp
concept:company:cognizant_technologies,generalizations,Cognizant Technologies,,Cognizant Technologies 
concept:biotechcompany:seacor_holdings_inc,generalizations,SEACOR Holdings Inc,,SEACOR Holdings Inc 
concept:biotechcompany:replidyne,generalizations,REPLIDYNE,,REPLIDYNE 
concept:biotechcompany:online_resources_corp,generalizations,Online Resources Corp,,Online Resources Corp 
concept:biotechcompany:sleepnet_corporation,generalizations,SleepNet Corporation,,SleepNet Corporation 
concept:biotechcompany:wnc_housing_tax_credit_fund_vi_lp_series_9,generalizations,wnc housing tax credit fund vi lp series 9,,wnc housing tax credit fund vi lp series 9 
concept:biotechcompany:us_airways_group,concept:agentcollaborateswithagent,US Airways Group,Doug Parker,US Airways Group Doug Parker
concept:biotechcompany:us_airways_group,concept:agentcontrols,US Airways Group,Doug Parker,US Airways Group Doug Parker
concept:biotechcompany:us_airways_group,generalizations,US Airways Group,,US Airways Group 
concept:biotechcompany:lincare_hldgs_inc,generalizations,LINCARE HLDGS INC,,LINCARE HLDGS INC 
concept:biotechcompany:centene_corporation,generalizations,CENTENE Corporation,,CENTENE Corporation 
concept:biotechcompany:smithkline_beecham_plc,generalizations,SmithKline Beecham plc,,SmithKline Beecham plc 
concept:biotechcompany:teva_neuroscience,concept:agentworkedondrug,Teva Neuroscience,COPAXONE,Teva Neuroscience COPAXONE
concept:biotechcompany:teva_neuroscience,generalizations,Teva Neuroscience,,Teva Neuroscience 
concept:biotechcompany:renovis,generalizations,Renovis,,Renovis 
concept:biotechcompany:berry_petroleum,generalizations,Berry Petroleum,,Berry Petroleum 
concept:organization:datalogic_group,generalizations,Datalogic Group,,Datalogic Group 
concept:biotechcompany:inverness_medical_technology,generalizations,Inverness Medical Technology,,Inverness Medical Technology 
concept:biotechcompany:ambassadors_international_inc,generalizations,ambassadors international inc,,ambassadors international inc 
concept:biotechcompany:anacor_pharmaceuticals,generalizations,Anacor Pharmaceuticals,,Anacor Pharmaceuticals 
concept:biotechcompany:broadcom_corp,generalizations,Broadcom Corp,,Broadcom Corp 
concept:biotechcompany:geneva_financial_corp,generalizations,geneva financial corp,,geneva financial corp 
concept:biotechcompany:baker_michael_corp,generalizations,BAKER MICHAEL CORP,,BAKER MICHAEL CORP 
concept:biotechcompany:mercantile_bank_corp,generalizations,mercantile bank corp,,mercantile bank corp 
concept:biotechcompany:radian_group_inc,generalizations,radian group inc,,radian group inc 
concept:biotechcompany:knight_transportation_inc,generalizations,KNIGHT TRANSPORTATION INC,,KNIGHT TRANSPORTATION INC 
concept:biotechcompany:roche_acquires_454,generalizations,roche acquires 454,,roche acquires 454 
concept:biotechcompany:transalta,concept:agentcollaborateswithagent,transalta,snyder,transalta snyder
concept:biotechcompany:transalta,concept:mutualproxyfor,transalta,snyder,transalta snyder
concept:biotechcompany:transalta,concept:organizationleadbyperson,transalta,snyder,transalta snyder
concept:biotechcompany:party_city_corp,generalizations,PARTY CITY CORP,,PARTY CITY CORP 
concept:biotechcompany:true_health_inc,generalizations,True Health Inc,,True Health Inc 
concept:biotechcompany:somanetics_corp,generalizations,Somanetics Corp,,Somanetics Corp 
concept:biotechcompany:factual_data_corp,generalizations,Factual Data Corp,,Factual Data Corp 
concept:biotechcompany:spectrum_control,generalizations,spectrum control,,spectrum control 
concept:biotechcompany:comdisco_inc,generalizations,comdisco inc,,comdisco inc 
concept:biotechcompany:sterling_bancshares_inc,generalizations,sterling bancshares inc,,sterling bancshares inc 
concept:retailstore:tjmaxx,generalizations,tjmaxx,,tjmaxx 
concept:biotechcompany:powershares_dynamic_industrials_sector_portfolio,generalizations,powershares dynamic industrials sector portfolio,,powershares dynamic industrials sector portfolio 
concept:biotechcompany:darlee,generalizations,Darlee,,Darlee 
concept:biotechcompany:merial,generalizations,Merial,,Merial 
concept:biotechcompany:frequency_electronics_inc,generalizations,Frequency Electronics Inc,,Frequency Electronics Inc 
concept:biotechcompany:advatex_associates_inc,generalizations,advatex associates inc,,advatex associates inc 
concept:biotechcompany:orthodontixs_inc,generalizations,orthodontixs inc,,orthodontixs inc 
concept:biotechcompany:fnb_corp,generalizations,fnb corp,,fnb corp 
concept:biotechcompany:eisai,concept:agentworkedondrug,eisai,ALOXI,eisai ALOXI
concept:biotechcompany:eisai,generalizations,eisai,,eisai 
concept:biotechcompany:alliancebernstein_holding_l_p,generalizations,AllianceBernstein Holding L.P,,AllianceBernstein Holding L.P 
concept:biotechcompany:sensient_technologies_corp,generalizations,SENSIENT TECHNOLOGIES CORP,,SENSIENT TECHNOLOGIES CORP 
concept:mountain:mount_kelud,generalizations,Mount Kelud,,Mount Kelud 
concept:biotechcompany:first_niagara_financial_group_inc,generalizations,FIRST NIAGARA FINANCIAL GROUP INC,,FIRST NIAGARA FINANCIAL GROUP INC 
concept:biotechcompany:macdonald_mines_exploration_ltd,generalizations,macdonald mines exploration ltd,,macdonald mines exploration ltd 
concept:biotechcompany:cognizant_technology_solutions_corp,generalizations,cognizant technology solutions corp,,cognizant technology solutions corp 
concept:biotechcompany:amn_healthcare_services_inc,generalizations,AMN HEALTHCARE SERVICES INC,,AMN HEALTHCARE SERVICES INC 
concept:biotechcompany:paddocklabs,generalizations,paddocklabs,,paddocklabs 
concept:biotechcompany:franklin_bank_corp,generalizations,Franklin Bank Corp,,Franklin Bank Corp 
concept:biotechcompany:glenmark_pharmaceuticals,generalizations,glenmark pharmaceuticals,,glenmark pharmaceuticals 
concept:biotechcompany:alabama_national_bancorporation,generalizations,ALABAMA NATIONAL BANCORPORATION,,ALABAMA NATIONAL BANCORPORATION 
concept:biotechcompany:immunogen,generalizations,ImmunoGen,,ImmunoGen 
concept:organization:zf_group,generalizations,ZF Group,,ZF Group 
concept:biotechcompany:international_rectifier_corp,generalizations,international rectifier corp,,international rectifier corp 
concept:company:newbridge_networks,generalizations,Newbridge Networks,,Newbridge Networks 
concept:biotechcompany:witness_systems_inc,generalizations,Witness Systems Inc,,Witness Systems Inc 
concept:biotechcompany:united_natural_foods_inc,generalizations,UNITED NATURAL FOODS INC,,UNITED NATURAL FOODS INC 
concept:biotechcompany:conceptus,generalizations,Conceptus,,Conceptus 
concept:biotechcompany:genetic_testing_set_for_big_boost_with_new,generalizations,genetic testing set for big boost with new,,genetic testing set for big boost with new 
concept:biotechcompany:thule_island,concept:latitudelongitude,Thule Island,"-59.4500000000000,-27.3166700000000","Thule Island -59.4500000000000,-27.3166700000000"
concept:biotechcompany:neurogen,generalizations,Neurogen,,Neurogen 
concept:biotechcompany:capital_senior_living,generalizations,Capital Senior Living,,Capital Senior Living 
concept:biotechcompany:css_industries_inc,generalizations,CSS Industries Inc,,CSS Industries Inc 
concept:biotechcompany:nic_inc,generalizations,NIC INC,,NIC INC 
concept:biotechcompany:washington_fed_inc,generalizations,WASHINGTON FED INC,,WASHINGTON FED INC 
concept:biotechcompany:warner_chilcott,generalizations,Warner Chilcott,,Warner Chilcott 
concept:biotechcompany:powershares_ftse_nasdaq_small_cap_portfolio,generalizations,powershares ftse nasdaq small cap portfolio,,powershares ftse nasdaq small cap portfolio 
concept:biotechcompany:avalon_pharmaceuticals,generalizations,avalon pharmaceuticals,,avalon pharmaceuticals 
concept:biotechcompany:merck___co__inc_,generalizations,Merck & Co. Inc.,,Merck & Co. Inc. 
concept:biotechcompany:merck___co__inc_,generalizations,Merck & Co. Inc.,,Merck & Co. Inc. 
concept:biotechcompany:intelgenx_technologies_corp,generalizations,Intelgenx Technologies Corp,,Intelgenx Technologies Corp 
concept:biotechcompany:hyclone_laboratories,generalizations,HyClone Laboratories,,HyClone Laboratories 
concept:company:sykes_enterprises,generalizations,Sykes Enterprises,,Sykes Enterprises 
concept:biotechcompany:goodrich_pete_corp,generalizations,goodrich pete corp,,goodrich pete corp 
concept:biotechcompany:gulfstream_iv,generalizations,Gulfstream IV,,Gulfstream IV 
concept:biotechcompany:targeted_genetics,generalizations,Targeted Genetics,,Targeted Genetics 
concept:company:atk_thiokol,generalizations,ATK Thiokol,,ATK Thiokol 
concept:biotechcompany:tal_international_group,generalizations,TAL International Group,,TAL International Group 
concept:mountain:grimsvotn_volcano,generalizations,Grimsvotn volcano,,Grimsvotn volcano 
concept:company:thomson001,concept:atlocation,Thomson Financial,georgia,Thomson Financial georgia
concept:company:thomson001,concept:companyeconomicsector,Thomson Financial,Travel,Thomson Financial Travel
concept:company:thomson001,concept:companyeconomicsector,Thomson Financial,Media,Thomson Financial Media
concept:biotechcompany:palatin_technologies_inc,generalizations,palatin technologies inc,,palatin technologies inc 
concept:biotechcompany:embraer_phenom,generalizations,Embraer Phenom,,Embraer Phenom 
concept:biotechcompany:bioanalytical_systems,generalizations,bioanalytical systems,,bioanalytical systems 
concept:biotechcompany:nephron_pharmaceuticals,generalizations,Nephron Pharmaceuticals,,Nephron Pharmaceuticals 
concept:island:node,concept:agentinvolvedwithitem,node,Window,node Window
concept:biotechcompany:medicine_lake_volcano,generalizations,medicine lake volcano,,medicine lake volcano 
concept:biotechcompany:medicine_lake_volcano,generalizations,medicine lake volcano,,medicine lake volcano 
concept:company:cipla_and_ranbaxy,generalizations,Cipla and Ranbaxy,,Cipla and Ranbaxy 
concept:biotechcompany:noble_corp,generalizations,NOBLE CORP,,NOBLE CORP 
concept:biotechcompany:rudolph_technologies,generalizations,Rudolph Technologies,,Rudolph Technologies 
concept:biotechcompany:fairchild_semiconductor_international_inc,generalizations,Fairchild Semiconductor International Inc,,Fairchild Semiconductor International Inc 
concept:biotechcompany:commvault_systems,generalizations,CommVault Systems,,CommVault Systems 
concept:biotechcompany:vaxgen,generalizations,vaxgen,,vaxgen 
concept:biotechcompany:vivus_inc,generalizations,VIVUS Inc,,VIVUS Inc 
concept:biotechcompany:coca_cola_enterprises_inc,generalizations,COCA COLA ENTERPRISES INC,,COCA COLA ENTERPRISES INC 
concept:biotechcompany:communications_systems_inc,generalizations,COMMUNICATIONS SYSTEMS INC,,COMMUNICATIONS SYSTEMS INC 
concept:mountain:mount_usu,generalizations,Mount Usu,,Mount Usu 
concept:biotechcompany:vioquest_pharmaceuticals,generalizations,VioQuest Pharmaceuticals,,VioQuest Pharmaceuticals 
concept:biotechcompany:millennium_cell_inc,generalizations,Millennium Cell Inc,,Millennium Cell Inc 
concept:biotechcompany:bausch___lomb_inc,generalizations,bausch & lomb inc,,bausch & lomb inc 
concept:biotechcompany:united_bancorp_inc,generalizations,United Bancorp Inc,,United Bancorp Inc 
concept:biotechcompany:sembiosys,generalizations,SemBioSys,,SemBioSys 
concept:biotechcompany:red_rock_biologics,generalizations,Red Rock Biologics,,Red Rock Biologics 
concept:biotechcompany:a_g__barr,generalizations,A.G. Barr,,A.G. Barr 
concept:biotechcompany:rubicon_minerals_corp,generalizations,Rubicon Minerals Corp,,Rubicon Minerals Corp 
concept:biotechcompany:applied_dna_sciences_inc,generalizations,applied dna sciences inc,,applied dna sciences inc 
concept:biotechcompany:biophan_technologies_inc,generalizations,Biophan Technologies Inc,,Biophan Technologies Inc 
concept:biotechcompany:adac_laboratories,generalizations,adac laboratories,,adac laboratories 
concept:biotechcompany:biogen_inc,generalizations,BIOGEN INC,,BIOGEN INC 
concept:biotechcompany:terrestar_corp,generalizations,TERRESTAR CORP,,TERRESTAR CORP 
concept:biotechcompany:dsw_inc,generalizations,DSW Inc,,DSW Inc 
concept:biotechcompany:dsw_inc,generalizations,DSW Inc,,DSW Inc 
concept:biotechcompany:quicksilver_resources,generalizations,Quicksilver Resources,,Quicksilver Resources 
concept:biotechcompany:princeton_national_bancorp_inc,generalizations,PRINCETON NATIONAL BANCORP INC,,PRINCETON NATIONAL BANCORP INC 
concept:biotechcompany:hanover_insurance_group,generalizations,HANOVER INSURANCE GROUP,,HANOVER INSURANCE GROUP 
concept:biotechcompany:synutra,generalizations,Synutra,,Synutra 
concept:biotechcompany:atrinsic_inc,generalizations,atrinsic inc,,atrinsic inc 
concept:biotechcompany:prospect_energy_corp,generalizations,Prospect Energy Corp,,Prospect Energy Corp 
concept:biotechcompany:victoria_gold_corp,generalizations,Victoria Gold Corp,,Victoria Gold Corp 
concept:biotechcompany:tib_financial_corp,generalizations,TIB Financial Corp,,TIB Financial Corp 
concept:biotechcompany:gulf_keystone_petroleum_ltd,generalizations,Gulf Keystone Petroleum Ltd,,Gulf Keystone Petroleum Ltd 
concept:biotechcompany:printronix_inc,generalizations,Printronix Inc,,Printronix Inc 
concept:biotechcompany:all_american_semiconductor_inc,generalizations,All American Semiconductor Inc,,All American Semiconductor Inc 
concept:biotechcompany:eclipse_medical_enterprises_inc,generalizations,eclipse medical enterprises inc,,eclipse medical enterprises inc 
concept:hospital:cleveland_clinic,generalizations,Cleveland clinic,,Cleveland clinic 
concept:biotechcompany:cincinnati_bell_inc,generalizations,Cincinnati Bell Inc,,Cincinnati Bell Inc 
concept:biotechcompany:covad_communications_group_inc,generalizations,Covad Communications Group Inc,,Covad Communications Group Inc 
concept:biotechcompany:nymox_pharmaceutical_corp,generalizations,Nymox Pharmaceutical Corp,,Nymox Pharmaceutical Corp 
concept:biotechcompany:abaxis,generalizations,ABAXIS,,ABAXIS 
concept:biotechcompany:physiome_sciences,generalizations,Physiome Sciences,,Physiome Sciences 
concept:biotechcompany:ebay_books,generalizations,eBay Books,,eBay Books 
concept:biotechcompany:consolidated_tomoka_land_co,generalizations,Consolidated Tomoka Land Co,,Consolidated Tomoka Land Co 
concept:biotechcompany:rambus_inc,generalizations,rambus inc,,rambus inc 
concept:biotechcompany:vical_inc,generalizations,Vical Inc,,Vical Inc 
concept:biotechcompany:mentor_corp,generalizations,MENTOR CORP,,MENTOR CORP 
concept:biotechcompany:gynecare,generalizations,Gynecare,,Gynecare 
concept:biotechcompany:bi_optic_ventures_inc,generalizations,bi optic ventures inc,,bi optic ventures inc 
concept:biotechcompany:amerigon_inc,generalizations,AMERIGON INC,,AMERIGON INC 
